ID	SENTENCE
zoloft.Post143.Sentence1	increased migraine and headaches frequency (went from very rarely to frequently), vomitting , nausea , initially constipated then just diarrhea , disturbing twitching while trying to fall asleep, not the usual twitching, very dry mouth , loss of libido ( got better when I decreased from 150mg to 100 mg after 3 months), also have occasional yawnitis as I call it which was worse in the beginning, also had terrible motion sickness I have never had before from flying, alot of dizziness if I forget my dose after just an hour since I decreased to 100mg a month ago, irritability , fall asleep at work sometimes lasting all day, somewhat better after taking the medicine at noontime, waking up in the middle of the night is completely resolved since taking the meds at noontime rather than before bed, definitely I am not losing weight, had panic attacks and that weird tingly feeling for first 2 weeks but these went away.
zoloft.Post143.Sentence2	the irritablility is less than the irritability I had from PMS before taking zoloft.
zoloft.Post143.Sentence3	despite the side effects the medicine works very well for anxiety .
zoloft.Post143.Sentence4	I still have trouble waking up in the morning which I thought was depression but maybe I just have a sleep disorder.
zoloft.Post143.Sentence5	I am going to switch back to celexa if possible since I took that before and the side effects were minimal and also to try and avoid zoloft withdrawl .
zoloft.Post143.Sentence6	from there on I don't know what I will do b/c celexa seemed to stop working after a year which was why I switched to zoloft.
zoloft.Post143.Sentence7	my doctor wanted to just increase my dose of celexa but this made me very dizzy, almost blind when I would stand up fast or get out of bed.
zoloft.Post143.Sentence8	looking back this seems not half as bad as the side effects from zoloft.
zoloft.Post144.Sentence1	major weight gain that led to high systolic blood pressure .
zoloft.Post144.Sentence2	Headaches for a couple of days of withdrawal.
zoloft.Post144.Sentence3	Zoloft worked quickly and effectively at first, but eventually the weight gain it caused led to more depression (not to mention other health problems!)
zoloft.Post145.Sentence1	No noticeable side effects until dosage was increased from 50 to 100mgs, then I noticed decrease in sex drive and increase in weight gain .
zoloft.Post145.Sentence2	I love Zoloft because of the very few side effects and its effectiveness in treating my anxiety and depression .
zoloft.Post145.Sentence3	I haven't needed to take a Xanax in a long time.
zoloft.Post145.Sentence4	Unfortunately, the weight gain and sex drive issue is driving me crazy, and I am considering switching to another drug because of this, but it appears that the other SSRIs have the same issues.
zoloft.Post145.Sentence5	I do highly recommend this drug, but everyone is different.
zoloft.Post145.Sentence6	My mom tried taking it and she broke out in hives, or hive-like bumps all over her body.
zoloft.Post146.Sentence1	jittery , can't sleep , no sex drive .
zoloft.Post146.Sentence2	It did help me with my depression and suicidal thoughts , but I have gained quite a bit of weight .
zoloft.Post146.Sentence3	I have to take an additional medication for anxiety .
zoloft.Post147.Sentence1	Night sweats (really annoying), loose stool (no big deal), difficulty reaching orgasm when i first when on , then it returned to normal for years, but in the last 6 months orgasm is very elusive again.
zoloft.Post147.Sentence2	Took a few years to figure out right time of day to take it to feel ok, evenings work for me (always been 50mg).
zoloft.Post147.Sentence3	When i miss a day i feel very spaced out, thick, groggy, sad.
zoloft.Post147.Sentence4	Zoloft totally changed my life for the better.
zoloft.Post147.Sentence5	The difference was like night and day with feeling like i had a purpose in the world and motivation and joy.
zoloft.Post147.Sentence6	in the last 6 months I feel like Zoloft has stopped working.
zoloft.Post147.Sentence7	i have great social anxiety again, lots of self-doubt , have not felt joy in a very long time.
zoloft.Post147.Sentence8	even though zoloft worked well for so long i have wanted to go off for years due to trendyness/social stigma and belief that i should be able to handle this w/o meds but have had much trouble with the withdrawal the 2 times i tried.
zoloft.Post147.Sentence9	now that i am feeling bad again i wonder if it would be a good time to try going off because the drop might be less than if i were feeling great.
zoloft.Post147.Sentence10	i never liked the idea of being on zoloft but i can't deny that it worked brilliantly for years.
zoloft.Post148.Sentence1	slight headache .
zoloft.Post149.Sentence1	Neck stiffness and pain, Headache , Muscle pain in legs and lower back, Difficult sleep .
zoloft.Post149.Sentence2	I just wanted to report on day 1 of use and will continue to update as I go.
zoloft.Post149.Sentence3	Anxiety was greatly decreased within one hour of taking medication.
zoloft.Post149.Sentence4	I did feel that I needed to slow down and take it easy due a general sense of instability.
zoloft.Post150.Sentence1	Severe insomnia , weight fluctuations .
zoloft.Post150.Sentence2	Once you eat a bite, you don't feel full and crave SUGAR .
zoloft.Post150.Sentence3	Works for my form of depression , however it has destroyed my sleeping patterns .
zoloft.Post150.Sentence4	Dosage of zoloft is 50 to 150 mg range.
zoloft.Post150.Sentence5	I started taking AmbienCR to sleep but at 12.5mg it only helped for 4 hours.
zoloft.Post150.Sentence6	I asked doctor about supplementing Zoloft with Trazadone(antidepressant) and he agreed.
zoloft.Post150.Sentence7	Trazadone puts me to sleep in 20 minutes.
zoloft.Post150.Sentence8	There is synergism (works well together) with the two antidepressants.
zoloft.Post150.Sentence9	Currently 50mg Zoloft and 125mg Trazadone.
zoloft.Post150.Sentence10	Not sure what ratio will work yet but if I can't sleep, I can't function so I will continue to find balance.
zoloft.Post150.Sentence11	I researched Zoloft and literature says 50mg is max dosage.
zoloft.Post150.Sentence12	Anything over and it does not help(but I see many take it at higher dosage and my psych.
zoloft.Post150.Sentence13	doctor typically prescribes at much higher dosages to patients.
zoloft.Post150.Sentence14	This worries me.
zoloft.Post150.Sentence15	If sleep is still issue over long term I will look into subsituting Zoloft for something else.
zoloft.Post151.Sentence1	Difficulty Orgasming , less of a sex drive , DROWSINESS .
zoloft.Post151.Sentence2	It works well with both the OCD and the depression , but I feel numb : nothing seems to affect my mood in good or bad ways.
zoloft.Post152.Sentence1	Very sleepy , would doze off at work at my desk and during meetings .
zoloft.Post152.Sentence2	Weight gain .
zoloft.Post152.Sentence3	VERY vivid dreams to the point of not really knowing what I dreamt and what really happened .
zoloft.Post152.Sentence4	Helped the depression only quit taking it because it affected my job (the sleepiness ) think it may have helped the anxiety , I remember I was able to cut back on my dosage of xanax.
zoloft.Post153.Sentence1	vaginal dryness , decreased libido .
zoloft.Post153.Sentence2	I've been taking it for 12 years for suicidal depression .
zoloft.Post153.Sentence3	This drug has worked really well for my depression , and I feel is worth the side effects.
zoloft.Post154.Sentence1	none.
zoloft.Post154.Sentence2	It cured my symptoms within 6 months.
zoloft.Post155.Sentence1	headache .
zoloft.Post155.Sentence2	good, much better than the effexor I was on.
zoloft.Post156.Sentence1	intese dislike for people who use these forums to use language that clearly idenitfies them as an IDIOT.
zoloft.Post156.Sentence2	As I am reading this forum, I noticed one or two (maybe same person) people using bad language & "dissing" the use of Zoloft.
zoloft.Post156.Sentence3	Personally I have had success in using Zoloft and feel that if a person has an honest opinion, then by all means, express it.
zoloft.Post156.Sentence4	But, words like this person is using (you know which words I am referring to) simply confirms that this person is sorely uneducated and is ignorant of the fact that the english language has many more options than what they are aware of.
zoloft.Post156.Sentence5	My suggestion is to get a Thesaurus & a Dictionary & get studying!
zoloft.Post156.Sentence6	(and leave this forum to those who want to help themselves & others)
zoloft.Post157.Sentence1	none.
zoloft.Post158.Sentence1	mild, a little dizzy at first !
zoloft.Post158.Sentence2	Great stuff, after 10 years I think I have found my medicine!
zoloft.Post158.Sentence3	sexual appetite went away
zoloft.Post159.Sentence1	Loose stool , loss of sex drive , headaches .
zoloft.Post159.Sentence2	I was on zoloft 50 mg for over a year.
zoloft.Post159.Sentence3	I thought I was better went off it, but became worse than before when not on medication.
zoloft.Post159.Sentence4	My doctor up my dose to 100 mg and I feel great.
zoloft.Post159.Sentence5	I am better an ever and so is my mood.
zoloft.Post160.Sentence1	little dry mouth .
zoloft.Post160.Sentence2	This drug has taken the "EDGE" off of my symptoms and has help me stabilize my mood.
zoloft.Post160.Sentence3	An increase in dose caused insomnia , went back down, no problems.
zoloft.Post161.Sentence1	Loss of sex drive , however, the side effects of depression are much worse.
zoloft.Post161.Sentence2	Yes?
zoloft.Post161.Sentence3	Stopped me from thinking about suicide every single day for years.
zoloft.Post161.Sentence4	Gave me a
zoloft.Post162.Sentence1	Dry mouth, heightened side effects if more than one day's dose was missed (aggression, agitation, restlessness, mood swings) but not severe enough to quit taking it long term.
zoloft.Post162.Sentence2	I was on 100 mg for 3 1/2 years when it quit working as well as it had been.
zoloft.Post162.Sentence3	It was still helping, just not enough.
zoloft.Post162.Sentence4	I was taken off Zoloft and put on Seroquel.
zoloft.Post162.Sentence5	Big mistake!
zoloft.Post162.Sentence6	I suffered from extreme aggression, agitation, mood swings, and I was unable to feel peace or happiness.
zoloft.Post162.Sentence7	I wound up cutting my arm 3 times and needed 31 stitches!
zoloft.Post162.Sentence8	I suffered from a mental brake down after 5 weeks of being on the Seroquel and when I had to stay at a mental facility they put me back on Zoloft and increased my dose to 150mg.
zoloft.Post162.Sentence9	I was like a new person!
zoloft.Post162.Sentence10	I was the 'old', good me again and I have been better ever since.
zoloft.Post162.Sentence11	If the Zoloft stops 'working' then increase your dose before trying something else and risk having an adverse reaction like I did.
zoloft.Post162.Sentence12	Zoloft can be taken up to 350mg and still be safe, so if it has ever worked for you, please give a higher dose a try.
zoloft.Post163.Sentence1	extreme anxiety first 2 weeks.
zoloft.Post163.Sentence2	some sleepiness .
zoloft.Post163.Sentence3	little stomach upset .
zoloft.Post163.Sentence4	it took about 8 weeks for the full effects, and it was a life saver for me.
zoloft.Post163.Sentence5	this drug worked so well along with therapy.
zoloft.Post163.Sentence6	i can only hoope it works as well for others as it did for me.
zoloft.Post163.Sentence7	unfortunatly, it lost its effect after 9 yrs, and i am searching for something else that will be as effective.
